country_host,name,requirements,study_field,study_level,url
España,"Becas OEI – Universidad de Alicante de posgrado, 2021-2022","1. Ser graduado (o con una titulación equivalente) en alguna materia afín a la Propiedad Industrial e Intelectual – por ejemplo, Derecho, Ingenierías, Ciencias, Economía-.,2. Haber enviado una solicitud de admisión o haber sido admitido para cursar un Master o curso de posgrado en alguna materia relacionada con cultura digital y propiedad intelectual durante el año 2021.,3. Solicitar la ayuda para cursar un master o programa de posgrado en un Estado miembro de la OEI diferente al de su residencia habitual.,4. No ser beneficiario o solicitante de cualquier otra ayuda económica, ya sea de una institución privada o pública.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oei-universidad-de-alicante-de-posgrado-a2333/
España,"Becas para cursar másteres universitarios en la Universidad Internacional de Andalucía, UNIA, en España – Grupo La Rábida, 2021-2022","1. Las ayudas están dirigidas a los estudiantes, profesores y egresados vinculados a universidades del Grupo de Universidades Iberoamericanas La Rábida que formalicen matrícula en alguno de los Másteres Universitarios que la Universidad Internacional de Andalucía (UNIA) oferta para el curso académico 2021-2022.,2. Para poder solicitar las ayudas objeto de la presente convocatoria es necesario cumplir los siguientes requisitos:,3. Entregar la solicitud dentro del plazo establecido, debidamente cumplimentada y acompañada de la documentación exigida.,4. Realizar la preinscripción en alguno de los Másteres Universitarios ofertado por la UNIA.,5. No haber sido con anterioridad beneficiario de ninguna beca o ayuda para cursar un programa oficial de Máster Universitario o de cualquier otra titulación de postgrado en la UNIA, se haya hecho o no uso de ella.,6. De este requisito quedan excluidos los adjudicatarios de becas y ayudas del curso 2020-2021 que, por cambiar su máster de modalidad, anularon matrícula de conformidad de lo dispuesto por el Vicerrectorado de Estudiantes y Empleabilidad.,7. Para solicitar las ayudas de alojamiento y/o manutención deberá acreditarse que el solicitante no reside en la sede donde está previsto impartir el Máster.,INCOMPATIBILIDADES:,a. Ningún estudiante podrá percibir por parte de la Universidad Internacional de Andalucía más de una beca o ayuda para la misma modalidad de estudios de postgrado, aunque los realice simultáneamente. Tampoco se podrá percibir más de una beca o ayuda para actividades de extensión universitaria que estén ofertadas en una misma convocatoria,b. Las ayudas serán incompatibles con la percepción de cualesquiera otros beneficios que, para la misma finalidad, pueda percibir el solicitante de otras personas físicas o jurídicas, públicas o privadas.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-cursar-masteres-universitarios-en-la-universidad-internacional-de-andalucia-unia-en-espana-grupo-la-rabida-a1619/
"de Argentina,de Bolivia,de Brasil,de Chile,de Colombia,de Costa Rica,de Cuba,de la República Dominicana,de Ecuador,de El Salvador,de España,de Guatemala,de Honduras,de México,de Nicaragua,de Panamá,de Paraguay,de Perú,de Puerto Rico,de Uruguay,de Venezuela","Becas para Maestría en blockchain y criptomonedas – UNIC Institute For the Future and Coinbase, 2021","1. Ser profesionales de minorías y / o mujeres,2. De cualquier nacionalidad,Coinbase define a los profesionales de minorías como gente de color (incluidos los de ascendencia africana y caribeña), hispanos / latinos, indígenas estadounidenses, isleños del pacífico y mujeres como personas transexuales.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-maestria-en-blockchain-y-criptomonedas-unic-institute-for-the-future-and-coinbase-a2320/
"Alemania,Argentina,Australia,Austria,Bélgica,Bolivia,Brasil,Canadá,la República Checa,Chile,China,Colombia,Corea del Sur,Costa Rica,Cuba,Dinamarca,la República Dominicana,Ecuador,Egipto,Eslovaquia,Eslovenia,España,Estados Unidos,Estonia,Finlandia,Francia,Grecia,Guatemala,Holanda,Honduras,Hungría,la India,Indonesia,Irlanda,Islandia,Israel,Italia,Japón,Letonia,Lituania,Luxemburgo,Marruecos,México,Noruega,Nueva Zelanda,Panamá,Paraguay,Perú,Polonia,Portugal,Puerto Rico,el Reino Unido,Rusia,Singapur,Sudáfrica,Suecia,Suiza,Tailandia,Taiwán,Turquía,Uruguay,Venezuela","Becas para la convocatoria de Doctorados en el Exterior – Minciencias, 2021","1. Ser ciudadano colombiano: adjuntar en la plataforma una copia lo suficientemente legible de la cédula de ciudadanía por ambas caras.,2. Estar admitido, admitido condicionado a financiación o estar adelantando estudios de doctorado en el exterior en una universidad ubicada dentro de las primeras 500 posiciones del Ranking General de Shanghái 2020. Para las universidades en las áreas específicas de Arte y Diseño, Arquitectura, Artes Escénicas, Comunicación y Estudios de Medios; y Literatura, se aplicará el QS World University Rankings 2020 by Subject en las primeras 200 posiciones.,3. Para los candidatos admitidos o admitidos condicionados a financiación: Adjuntar la carta de admisión expedida por el área responsable de la universidad que indique que el candidato cuenta con admisión para el año 2021 o 2022, informando el nombre, la duración y la modalidad del programa de doctorado. La admisión condicionada solo puede estar sujeta a financiación; no se aceptarán cartas de candidatos que deban cumplir condiciones adicionales.,4. Para los candidatos que están estudiando: Anexar una certificación expedida por la universidad que indique que es estudiante activo, informando la fecha de inicio y de finalización del programa de estudios, así como la modalidad del programa. La certificación debe ser expedida en el año 2021.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-para-la-convocatoria-de-doctorados-en-el-exterior-minciencias-a2315/
Italia,"Becas de maestría Proyecto Polito del Politécnico de Turín, 2021-2022","1. La solicitud está abierta a todos los estudiantes internacionales que, cumplan con los siguientes requisitos ( ""Estudiantes internacionales"" son aquellos cuya calificación para la admisión a los programas de Maestría en Ciencias se obtuvieron fuera de Italia),2. Al tratarse de una beca gravada, el importe neto dependerá de las condiciones fiscales individuales.,3. Tener una licenciatura o una calificación académica equivalente en un sistema educativo extranjero, fuera de Italia, que brinde acceso a un programa de posgrado. Los estudiantes con ""calificación académica equivalente"" son aquellos matriculados en una universidad extranjera en 5 o 6 años, es decir, un programa de licenciatura y maestría combinados de un solo ciclo, que aún no se han graduado, pero cumplen el requisito mínimo de 15 años de educación global (mínimo 3 años a nivel universitario) y haber adquirido al menos 180 créditos ECTS o equivalentes (los años preuniversitarios o preparatorios no se cuentan en los créditos o años obtenidos).,4. Realizar una prueba GRE-General o GRE-General válida internacionalmente obtenida no antes de 5 años antes de esta fecha límite de solicitud de beca TOPoliTO y haber aprobado con éxito en las tres secciones con las siguientes puntuaciones mínimas:,4.1. Razonamiento verbal: 156/170,4.2. Razonamiento cuantitativo: 157/170,4.3. Escritura analítica: 3,5 / 6,5. En caso de que la prueba GRE se haya realizado más de una vez, se considerará la puntuación más alta para cada sección.,6. Cumplir con los requisitos de acceso para la admisión al Programa de Maestría del Politécnico de Torino (https://international.polito.it/admission/prospective_students/master_of_science/2021_22) y haber sido admitido en un programa de Maestría en el A.Y. 2021/22,NO ES POSIBLE SOLICITAR BECAS PARA AQUELLOS ESTUDIANTES QUE,a. Hayan tenido residencia legal o domicilio temporal en Italia durante cualquier período en los últimos 5 años desde la publicación de esta convocatoria, con la excepción de los solicitantes que asistieron a cursos de lengua y cultura italianas o un curso básico en una universidad italiana o escuelas de idiomas privadas ubicadas en Italia .,b. Hayan estado matriculados, antes del año académico 2021/22, en cualquier programa de Primer (Licenciatura en Ciencias), Segundo (Maestría en Ciencias), Tercer (Doctorado) Ciclo o Máster de Especialización en una universidad italiana ubicada en el extranjero o en Italia o en un Universidad extranjera ubicada en Italia.,c. Tengan ya un título extranjero de segundo o tercer ciclo en ingeniería o arquitectura.,d. Que hayan obtenido un título de primer ciclo en el marco de proyectos de titulación doble o conjunta entre el Politécnico de Torino -o cualquier otra universidad italiana- y su institución de origen.,e. Que ya sean parte de cualquier proyecto de titulación doble o conjunta como estudiante entrante que asiste a un programa de Maestría en Ciencias en Politecnico.,f. Que sean beneficiarios de cualquier otra beca italiana o extranjera en el momento de la asignación de la beca y durante toda la duración de la beca TOPoliTO. Más información: http://www.ets.org/ Incluidas, por ejemplo, becas de: Agencia Regional para el Derecho a la Educación de Piamonte-EDISU. Alta Scuola Politecnica –ASP. Invierta su talento. Ministerio de Relaciones Exteriores y Cooperación Internacional-MAECI. Becas reservadas para estudiantes refugiados por el Ministerio del Interior y la Conferencia de Rectores Universitarios Italianos - CRUI en cooperación con la Asociación Nacional de Agencias Regionales por el Derecho a la Educación-ANDISU, etc.,g. Nótese bien Como la beca TOPoliTO no se puede combinar con ninguna otra ayuda financiera proporcionada por ninguna Institución pública o privada italiana o extranjera, en caso de que un beneficiario haya recibido más de una beca, debe retirarse de la otra beca.,h. Hayan obtenido un reconocimiento de crédito superior a 20 créditos en el Politécnico de Torino.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-proyecto-polito-del-politecnico-de-turin-a2306/
Colombia,"Becas Bicentenario, Distrito de Cartagena – ICETEX, 2021-2","1. Ser egresado de instituciones educativas oficiales o no oficiales del Distrito de Cartagena con matrícula contratada, de los últimos cinco (5) años, previos a la actual convocatoria.,2. Pertenecer al estrato socioeconómico 1 o 2 y estar incluido en el SISBEN en las categorías A, B y C.,3. Estar admitido en un programa de una Institución de Educación Superior debidamente reconocida por el Gobierno Nacional, con domicilio en el Distrito de Cartagena y que participe del programa del Fondo Bicentenario de Cartagena.,4. Haber terminado satisfactoriamente el nivel o periodo académico inmediatamente anterior, para los estudiantes que ingresen al segundo semestre en adelante y contar con un promedio mínimo de 3.2.,5. Contar con un tutor que hará las veces de deudor solidario y deberá realizar junto con el estudiante los trámites de legalización del crédito.,6. No haber recibido desembolsos como beneficiario del Fondo Bicentenario de Cartagena anteriormente.,7. No tener créditos vigentes con el ICETEX al momento de ser seleccionado para ser beneficiario del Fondo.,8. El crédito requiere de un codeudor, o de tutor en caso de ser menor de edad el estudiante, y se destinará a jóvenes que no se hayan beneficiado anteriormente del fondo ni que sean usuarios actuales de crédito ICETEX.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-bicentenario-distrito-de-cartagena-icetex-a1758/
Colombia,"Becas Generacion Diamante – Santander, Colombia, 2021-2","1. Generación Diamante por Excelencia,1.1. Resultados altos en las Pruebas Saber 11.,1.2. Ser bachiller,1.3. Cumplir con los requisitos propios de la Institución de Educación Superior,2. Generación Diamante para la Vulnerabilidad,2.1. Estar en la base del Registro Único de Víctimas (Adjuntarlo si lo tiene),3. Generación Diamante para la Ruralidad,3.1. Pertenecer a la Provincia,EN TODOS LOS CASOS,a. Cumplir con los requisitos propios de la Institución de Educación Superior,b. Ser admitido por la institución de educación superior","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-generacion-diamante-santander-colombia-a2345/
España,"Becas Luis Vives, 2021-2022","REQUISITOS GENERALES,1. Las Becas Luis Vives tienen por objeto la formación en programas de Máster Oficial de la Universitat de València de estudiantes procedentes de los países prioritarios de cooperación, que son, a efectos de esta convocatoria, los siguientes:,2. Argelia, Bolivia, Burkina, Faso, Chad, Colombia, Cuba, Ecuador, El Salvador, Etiopía, Filipinas, Guatemala, Haití, Honduras, India, Kenia, Mali, Marruecos, Mauritania, Mozambique, Nicaragua, Nigeria, Palestina, Paraguay, Perú, Población Saharaui, Rep. Dominicana, Senegal, Sudán, Sudán del sur, Túnez.,3. Tener la nacionalidad de un país en desarrollo, entre los ya mencionados, según la clasificación del listado de países de la base 1, y residir en dicho país.,4. No poseer la nacionalidad española, ni tener doble nacionalidad europea y de uno de los países indicados en la base 1. Además, no se deberá poseer en el momento de presentar,5. la solicitud, el permiso de residencia en España ni la tarjeta de estancia por estudios en España (Tarjeta de Identificación de Extranjeros (TIE)).,6. No superar las condiciones económicas para obtener una beca de estudios de carácter general convocada por el ministerio para Enseñanzas universitarias del sistema universitario español para el curso 2019-2020.,7. Las personas que soliciten la beca no podrán incurrir en ninguna de las circunstancias recogidas en el artículo 13.2 de la Ley 38/2003, General de Subvenciones.,REQUISITOS ESPECÍFICOS,a. PARA UNA NUEVA ADJUDICACIÓN,a.1. Para ser beneficiario/a de esta modalidad se deberán reunir los siguientes requisitos en el momento de finalización del plazo de solicitudes:,a.2. Haber cursado estudios superiores que le acrediten para acceder a estudios de Máster. Dichos estudios deben haberse realizado en el país de nacionalidad del becario.,a.3. Reunir los requisitos de acceso establecidos por la Universitat de València para el máster objeto de la beca en el curso 2021-2022. Los másters elegibles son los relacionados en el Anexo II. Información másters oficiales en https://ir.uv.es/VRtA14d,a.4. Reunir los requisitos y la documentación para realizar la preinscripción y la matrícula a los estudios de máster de la Universitat de València para el curso 2021-2022.,a.5. No estar matriculado de otros estudios de máster ni poseer un título de máster.,a.6. No haber realizado estudios previos en la Universitat de València.,a.7. En el caso de ciudadanos/as de países de habla no hispana, demostrar documentalmente tener conocimientos de español, de acuerdo con los criterios específicos de cada Máster.,a.8. No haber sido beneficiario de una beca o ayuda en materia de cooperación al desarrollo financiada por la Universitat de València.,a.9. En el supuesto de que en el proceso de verificación quede constancia de la falsedad, ocultación de datos o el no cumplimiento de los requisitos para realizar los estudios, quedará sin efectos la solicitud de matrícula y todos los actos que se hayan realizado.,b. PARA RENOVACIÓN,Para ser beneficiario/a de esta modalidad se deberá haber superado todas las asignaturas matriculadas en el curso 2020-2021. Este requisito se comprobará de oficio.,EXCLUSIONES E INCOMPATIBILIDADES,1. Estas becas son incompatibles con cualesquiera otros beneficios de la misma finalidad que puedan recibirse de otras entidades o personas públicas o privadas.,2. Quedan excluidos de estas becas los siguientes solicitantes:,3. Estudiantes que hubieran obtenido la condición de becario en alguna de las becas de cooperación al desarrollo convocadas anteriormente por la Universitat de València.,4. Estudiantes que hayan obtenido una titulación de grado, licenciatura, máster o doctorado en la Universitat de València.,5. Estudiantes que hayan cursado estudios o que posean una titulación de máster.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-luis-vives-a0619/
Colombia,"Becas Fundación Bancolombia, Fondo Beca Bancolombia – UNISABANA, 2021-2","1. Residentes de zonas rurales en Colombia de estratos 1, 2 y 3.,2. Que demuestren interés en impactar a su población de origen o residencia y aportar al desarrollo de comunidad y/o municipio desde los conocimientos y habilidades adquiridos en sus estudios de educación superior.,3. Que demuestren restricciones económicas para el acceso a educación superior.,4. Cualidades personales sobresalientes.,5. Preferiblemente que hagan parte de la primera generación de su familia que accede a educación superior.,6. Que cumpla con demás criterios y requisitos del fondo de becas al que desee aplicar y del que podrán encontrar más información en la sección “Conoce nuestros fondos de Becas”.,CONDICIONES,a. El aspirante no puede tener otro beneficio tipo beca para acceso de educación superior formal (tecnológica, universitaria) a través de otros fondos dentro y fuera de la Fundación Bancolombia.,b. No presentar conflicto de interés con el Grupo Bancolombia por ser familiar en primer grado de un colaborador del grupo Bancolombia.,c. Cumplir con los requisitos y perfil de la convocatoria a la que estés aplicando.,PERFIL DEL BECARIO UNISABANA,1. Que hayan previamente sido admitidos en la carrera que desean cursar,2. Que demuestren interés en impactar a su población de origen o residencia y aportar al desarrollo de comunidad y/o municipio desde los conocimientos y habilidades adquiridos en sus estudios de educación superior.,3. Que demuestren restricciones económicas para el acceso a educación superior.,4. Cualidades personales sobresalientes.,5. Preferiblemente que hagan parte de la primera generación de su familia que accede a educación superior","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-fundacion-bancolombia-fondo-beca-bancolombia-unisabana-a2269/
Colombia,"Becas Fundación Grupo Bancolombia, Fondo GEN 50, 2021-2","1. Residentes de zonas rurales en Colombia de estratos 1, 2 y 3.,2. Entre 18 y 23 años,3. Que ya hayan sido admitidos en el programa académico que desea estudiar.,4. Que demuestren interés en impactar a su población de origen o residencia y aportar al desarrollo de comunidad y/o municipio desde los conocimientos y habilidades adquiridos en sus estudios de educación superior.,5. Que demuestren restricciones económicas para el acceso a educación superior.,6. Cualidades personales sobresalientes.,7. Preferiblemente que hagan parte de la primera generación de su familia que accede a educación superior.,8. Para los estudiantes que ya se encuentran cursando la carrera y aplican para poder finalizar sus estudios, tiene como requisito un promedio acumulado superior a 3.8.,REQUISITOS DE PERMANENCIA EN EL FONDO,a. Mantener un promedio mínimo de 3.5 semestralmente.,b. No perder cuatro o más materias en el desarrollo de todo su programa.,c. Inscribir matrícula completa y cursar mínimo 15 créditos de su programa académico.,d. Pagar cuotas de “cultura de pago” ($32.200) ajustadas anualmente al IPC, y realizar los pagos los primeros ocho días corridos de cada mes los 12 meses del año.,e. Desarrollo del 100% las actividades de formación complementaria dispuestas para cada semestre.,f. Cumplir con las sesiones de acompañamiento programadas semestralmente.,g. Cumplir el reglamento universitario.,h. Aplazar máximo dos semestres bien sean consecutivos o no consecutivos.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-fundacion-grupo-bancolombia-fondo-gen-50-a2267/
el Reino Unido,"Becas de liderazgo internacional de la Universidad de Glasgow, 2021","CONDICIONES QUE DEBEN CUMPLIR LOS PARTICIPANTES,1. Ser un estudiante internacional que demuestre un perfecto historial académico.,2. Disponer de un título de pregrado o licenciatura obtenido anteriormente en una universidad de renombre mundial.,3. Registrar todos los expedientes académicos.,4. Presentar una solicitud formal a la beca en Europa 2021 – 2022 de máster mediante el sistema de ingreso en línea de la Universidad de Glasgow.,5. No requiere que cumpla otros procesos de selección aparte.,6. Completado con éxito este importante paso, deberá esperar un período de 6 meses para conocer si resultó ser de uno de los ganadores de la prestigiosa beca en Reino Unido.,7. Dominar el idioma inglés al momento de realizar su inscripción formal a la beca de la Universidad de Glasgow.,8. Haber obtenido calificaciones equivalentes a los honores de primera clase del Reino Unido,9. Tener una oferta de plaza para un programa de posgrado impartido para septiembre de 2021,10. Tener un estado de tarifa internacional o de la UE (fuera del Reino Unido),11. En América Latina sólo podrán aplicar estudiantes de los países de la siguiente lista que demuestren un elevado nivel académico:,11.1. Argentina.,11.2. Bolivia.,11.3. Brasil.,11.4. Colombia.,11.5. Cuba.,11.6. Chile.,11.7. Costa Rica.,11.8. República Dominicana.,11.9. Ecuador.,11.10. El Salvador.,11.11. Guatemala.,11.12. Honduras.,11.13. México.,11.14. Paraguay.,11.15. Perú.,11.16. Uruguay.,11.17. Venezuela.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-liderazgo-internacional-de-la-universidad-de-glasgow-a2284/
la India,"Becas de posgrado del Consejo Indio de Relaciones Culturales – ICCR, 2021-2022","1. Ser ciudadano de alguno de los países participantes en la convocatoria.,2. Cumplir con los requisitos establecidos por el oferente.,3. Postular en línea y subir todos los documentos completos de acuerdo a las directrices.,4. Cumplir con los requisitos de las universidades a las cuales postula.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-de-posgrado-del-consejo-indio-de-relaciones-culturales-iccr-a2236/
Italia,"Becas del Proyecto Inclinados de la Universidad de Pisa, Italia, 2021",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-del-proyecto-inclinados-de-la-universidad-de-pisa-italia-a2199/
España,"Becas internacionales para la movilidad en estudios de doctorado – Universidad de Salamanca, 2021","1. Estudiantes latinoamericanos de los países participantes.,2. Estudiantes que estén en posesión de una beca de Doctorado durante el presente curso de la Convocatoria de Becas Internacionales 2020 y que hayan gozado de la misma durante uno o dos años (incluido el curso actual).,3. Estudiantes que, habiendo sido becarios de Doctorado de la Convocatoria de Becas Internacionales 2020 durante el presente curso académico, les falten menos de seis meses para celebrar la lectura y defensa pública de su tesis doctoral y que no hayan disfrutado de este tipo de ayuda en convocatorias anteriores.,4. Estudiantes que deseen iniciar estudios de Doctorado.,5. Estudiantes matriculados en un programa de Doctorado de la Universidad de Salamanca con una antigüedad menor a tres años y que no se encuentren en ninguna de las circunstancias indicadas en las modalidades A y B.,6. Estudiantes que deseen iniciar estudios del Doctorado Estado de Derecho y Gobernanza Global, que hayan cursado y finalizado un Máster en FLACSO Ecuador después del año 2014.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-internacionales-para-la-movilidad-en-estudios-de-doctorado-universidad-de-salamanca-2019-a0698/
España,"Becas internacionales para la movilidad en estudios de máster – Universidad de Salamanca, 2021-2022","CONSIDERACIONES DE IMPORTANCIA,1. Los candidatos deben tener en cuenta que existen dos procedimientos diferenciados y no comunes, cuando se solicita una beca en el marco de esta Convocatoria:,1.1. Trámites requeridos para ser admitido en la Universidad de Salamanca,1.2. Concesión de la beca,2. En consecuencia, la concesión de una beca no conlleva la admisión automática en alguna titulación oficial de Máster la USAL, por lo que cada beneficiario es responsable, a título particular, de realizar todos los trámites necesarios para solicitar el ingreso en los plazos formalmente establecidos, acreditar cuantas cuestiones sean pertinentes y realizar la matrícula en la titulación para la que sea admitido definitivamente.,3. Los solicitantes deberán valorar su desplazamiento a España, asegurándose de su admisión definitiva en una titulación de la USAL.,4. La Universidad de Salamanca otorgará una beca que se hará efectiva y se disfrutará una vez los seleccionados hayan sido oficialmente matriculados en una titulación oficial de Máster concreta.,INCOMPATIBILIDAD,a. Esta beca será incompatible con cualquier otra beca o ayuda que conceda la Universidad de Salamanca en el marco de distintas convocatorias nacionales o internacionales durante el mismo curso académico.,b. Anulación,c. Serán causa de anulación de la beca:,d. La constatación de alguna irregularidad en los datos expresados en la solicitud o pérdida de las condiciones o requisitos de nombramiento.,e. La no incorporación a la Universidad de Salamanca antes del inicio oficial del curso académico se entenderá como renuncia a la beca.,f. La utilización indebida, o no utilización, de los servicios de las Residencias Universitarias de la USAL que le sean asignadas al becario.,g. La no asistencia al Acto de entrega de Becas que organizan la Universidad de Salamanca y el Banco Santander.,h. Informe negativo del rendimiento académico de acuerdo con el informe del tutor del 22 de febrero de 2022.,i. La renuncia voluntaria o abandono del programa por baja.,j. La anulación supondrá la pérdida de todos los derechos inherentes a la beca.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-internacionales-para-la-movilidad-en-estudios-de-master-universidad-de-salamanca-a0652/
Malta,"Becas de investigación científica Universidad de Malta, 2021","1. El idioma de enseñanza es inglés y todos candidatos necesitan dominarlo (un mínimo de 6.5 en prueba de TOEFL).,2. Deben ser aceptados al programa de maestría/doctorado antes de solicitar la beca.,3. El Instituto es multidisciplinario, por lo cuál los estudiantes pueden ingresar desde una gran variedad de áreas.",ciencias de la computación,"Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-de-investigacion-cientifica-universidad-de-malta-a2231/
Estados Unidos,"Becas OEA – Western Kentucky University, 2021","1. Estas son ofertas de becas para ciudadanos de los estados miembros de la OEA.,2. Proporcionar una carta de admisión incondicional a Western Kentucky University,3. Esta oportunidad de beca está abierta a nuevos solicitantes, así como a estudiantes actuales en WKU que son de un estado miembro de la OEA, excepto los Estados Unidos, y no son beneficiarios de la beca OAS-WKU.,4. Envíe una solicitud de beca completa con todos los documentos de respaldo requeridos,5. Ser ciudadano y / o residente legal permanente de cualquier estado miembro de la OEA, excepto Estados Unidos.,LOS SIGUIENTES SOLICITANTES NO SON ELEGIBLES,a. Becarios actuales de la OEA,b. Personal de la SG / OEA y sus familiares inmediatos o consultores de la SG / OEA,c. Funcionarios permanentes de la OEA y sus familiares inmediatos.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-oea-western-kentucky-university-a2229/
Estados Unidos,"Becas OEA – Colorado State University, 2021","1. Esta es una oportunidad de becas para todos los ciudadanos de los Estados Miembros de la OEA.,2. Esta oportunidad de beca está abierta para nuevos solicitantes, así como para estudiantes actuales de CSU que sean de un estado miembro de la OEA y no un beneficiario actual de la beca OEA-CSU.,3. Envíe una solicitud de beca completa con todos los documentos de respaldo requeridos,4. Ser ciudadano y / o residente legal permanente de cualquier estado miembro de la OEA, excepto Estados Unidos.,5. Proporcionar una carta de admisión incondicional de CSU.,LOS SIGUIENTES SOLICITANTES NO SON ELEGIBLES PARA ESTE PROGRAMA,a. Becarios actuales de la OEA,b. Personal de la SG / OEA y sus familiares inmediatos o consultores de la SG / OEA,c. Funcionarios permanentes de la OEA y sus familiares inmediatos.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-oea-colorado-state-university-10304/
Italia,"Becas de maestría para estudiantes internacionales en la Universidad de Turín, 2021-2022","1. Para ser considerado un estudiante internacional elegible para solicitar esta convocatoria, debe:,2. Tener un título válido que proporcione acceso a un programa de posgrado obtenido fuera del sistema educativo italiano.,3. NO tener la ciudadanía italiana.,4. NO residir en Italia.,ASIGNACIÓN DE LAS BECAS POR PAÍS,Estas 13 becas por dos años se asignarán según las siguientes categorías:,a. 3 becas reservadas para estudiantes internacionales con ciudadanía japonesa,b. 4 becas reservadas para estudiantes internacionales de los siguientes países: Argelia, Camerún, Gabón, Madagascar, Malí, Marruecos, República del Congo, Ruanda, Senegal, Túnez, Unión de las Comoras,c. 2 becas reservadas para estudiantes internacionales con ciudadanía mexicana,d. 4 becas reservadas para estudiantes internacionales con cualquier otra ciudadanía diferente a las enumeradas anteriormente.,e. En el caso de que no se otorguen las becas enumeradas en los apartados a, b, c, se asignarán además de las reservadas para estudiantes internacionales mencionadas en el apartado d.,BECAS ADICIONALES (POSIBLES),En caso de disponer de más fondos, el número de becas puede aumentar proporcionalmente al presupuesto. En ese caso, la asignación de las becas adicionales se distribuirá equitativamente entre las categorías especificadas de acuerdo con el siguiente orden de prioridad: a, b, c, d.,INCOMPATIBILIDAD,a. Dichas becas no se pueden acumular con becas de estudio emitidas en programas internacionales (por ejemplo, Erasmus Mundus Joint Master Degree del programa Erasmus Plus), becas de estudio emitidas por el Ministerio de Asuntos Exteriores y Cooperación Internacional de Italia (MAECI) y becas de estudio emitidas por EDISU Piemonte, Regional Agencia para el Derecho a la Educación de Piamonte.,b. Requisitos de admisión,c. Para enviar su solicitud, bajo pena de exclusión de la selección, debe cumplir con los siguientes requisitos:,d. Poseer un título obtenido en una institución fuera del sistema italiano, válido para acceder al programa de posgrado elegido, u obtenerlo dentro del plazo establecido en esta convocatoria en la Universidad de Turín.,e. Cumplir con los requisitos necesarios para acceder a la titulación elegida en el momento de la matriculación en dicha titulación (consulta los requisitos de admisión para la titulación de tu interés en apply.unito.it).,f. Haber enviado la solicitud para los programas de grado de su interés a través de la plataforma Apply @ Unito dentro del 28 de abril de 2021.,g. Tener competencia lingüística en italiano (para programas de grado impartidos en italiano) o en inglés (para programas de grado impartidos en inglés), equivalente al menos a un nivel B2 del Marco Común Europeo de Referencia para las Lenguas.,h. No haber estado matriculado previamente en un programa de pregrado, posgrado o posgrado de 5 a 6 años en la Universidad de Turín.,i. No tener más de 29 años en la fecha límite de la convocatoria. NO ser ciudadano italiano y NO residente en Italia.,SOLICITANTES NO ELEGIBLES,1. Los estudiantes que se matriculen en cualquier año académico posterior al primero,2. Alumnos que cambian de su primer programa a otro dentro de los que ofrece la Universidad de Turín,3. Estudiantes que se transfieren de otra universidad,4. Estudiantes solicitando reconocimiento académico de créditos.,TENGA EN CUENTA QUE,Para ser admitidos e inscribirse en el programa elegido, los estudiantes no comunitarios que residan en el extranjero deben respetar los procedimientos de VISA y los plazos de acceso de los estudiantes extranjeros a los cursos universitarios italianos establecidos en el Reglamento emitido por el Ministerio italiano competente.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-para-estudiantes-internacionales-en-la-universidad-de-turin-a2221/
Colombia,"Becas Tecnologías Alcaldía de Medellín, 2021-2 (Sapiencia)",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-tecnologias-sapiencia-medellin-a1562/
