country_host,name,requirements,study_field,study_level,url
Colombia,"Becas GdO Conexión U, 2021","1. La beca será otorgada únicamente a personas que ingresen a primer semestre en la Universidad.,2. Es necesario tener en cuenta que, en cuanto la empresa no pueda contactarse con el participante, este será automáticamente descalificado. Por ello, recomendamos diligenciar cuidadosamente y de manera correcta todos los datos de contacto.,3. La edad máxima para aplicar es hasta 22 años.,4. Estar al día con los pagos de GdO.,5. Haber obtenido mínimo 310 puntos en las pruebas Saber 11°.,6. Ser admitido en la Universidad y el programa de elección, no lo hace ganador de la Beca Conexión U. Recuerde que únicamente GdO está autorizado para realizar la notificación de los ganadores de esta beca.,7. GdO tiene la discreción absoluta para seleccionar a los beneficiarios y entregar información referente al Programa Conexión U.,8. Ser bachiller residente en estratos 1 o 2 de los municipios donde GdO, Gases de Occidente presta sus servicios.,9. Ser usuario, hijo de usuario y/o suscriptor del servicio de gas natural domiciliario en el Departamento del Valle del Cauca o Cauca.","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-gdo-conexion-u-a2348/
,,,,,
Colombia,"Becas Generacion Diamante – Santander, Colombia, 2021-2","1. Generación Diamante por Excelencia,1.1. Resultados altos en las Pruebas Saber 11.,1.2. Ser bachiller,1.3. Cumplir con los requisitos propios de la Institución de Educación Superior,2. Generación Diamante para la Vulnerabilidad,2.1. Estar en la base del Registro Único de Víctimas (Adjuntarlo si lo tiene),3. Generación Diamante para la Ruralidad,3.1. Pertenecer a la Provincia,EN TODOS LOS CASOS,a. Cumplir con los requisitos propios de la Institución de Educación Superior,b. Ser admitido por la institución de educación superior","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-generacion-diamante-santander-colombia-a2345/
,,,,,
Kazajistán,"Becas del Gobierno de Kazajistán, 2021","¿QUIÉN PUEDE APLICAR?,1. Todos los ciudadanos extranjeros, incluidas las personas residentes en Kazajistán que no sea ciudadano de la República de Kazajistán,2. Tener un documento que confirme la finalización del nivel de educación secundaria con una evaluación general final no menor a ""buena"",REQUISITOS LICENCIATURA,Tener diploma de licenciatura o especialista con al menos 2.33 (sobre 4) GPA o su equivalente en instituciones educativas.,REQUISITOS MAESTRÍA,a. Tener diploma de maestría con al menos 2.33 (sobre 4) GPA o su equivalente en instituciones educativas.,b. Tener un certificado internacional que acredite el nivel avanzado de conocimientos de un idioma extranjero.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-del-gobierno-de-kazajistan-a2353/
Colombia,"Becas Fundación Bancolombia, Fondo Beca Bancolombia – UNISABANA, 2021-2","1. Residentes de zonas rurales en Colombia de estratos 1, 2 y 3.,2. Que demuestren interés en impactar a su población de origen o residencia y aportar al desarrollo de comunidad y/o municipio desde los conocimientos y habilidades adquiridos en sus estudios de educación superior.,3. Que demuestren restricciones económicas para el acceso a educación superior.,4. Cualidades personales sobresalientes.,5. Preferiblemente que hagan parte de la primera generación de su familia que accede a educación superior.,6. Que cumpla con demás criterios y requisitos del fondo de becas al que desee aplicar y del que podrán encontrar más información en la sección “Conoce nuestros fondos de Becas”.,CONDICIONES,a. El aspirante no puede tener otro beneficio tipo beca para acceso de educación superior formal (tecnológica, universitaria) a través de otros fondos dentro y fuera de la Fundación Bancolombia.,b. No presentar conflicto de interés con el Grupo Bancolombia por ser familiar en primer grado de un colaborador del grupo Bancolombia.,c. Cumplir con los requisitos y perfil de la convocatoria a la que estés aplicando.,PERFIL DEL BECARIO UNISABANA,1. Que hayan previamente sido admitidos en la carrera que desean cursar,2. Que demuestren interés en impactar a su población de origen o residencia y aportar al desarrollo de comunidad y/o municipio desde los conocimientos y habilidades adquiridos en sus estudios de educación superior.,3. Que demuestren restricciones económicas para el acceso a educación superior.,4. Cualidades personales sobresalientes.,5. Preferiblemente que hagan parte de la primera generación de su familia que accede a educación superior","ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-fundacion-bancolombia-fondo-beca-bancolombia-unisabana-a2269/
,,,,,
,,,,,
Italia,"Becas del Proyecto Inclinados de la Universidad de Pisa, Italia, 2021",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-del-proyecto-inclinados-de-la-universidad-de-pisa-italia-a2199/
España,"Becas internacionales para la movilidad en estudios de doctorado – Universidad de Salamanca, 2021","1. Estudiantes latinoamericanos de los países participantes.,2. Estudiantes que estén en posesión de una beca de Doctorado durante el presente curso de la Convocatoria de Becas Internacionales 2020 y que hayan gozado de la misma durante uno o dos años (incluido el curso actual).,3. Estudiantes que, habiendo sido becarios de Doctorado de la Convocatoria de Becas Internacionales 2020 durante el presente curso académico, les falten menos de seis meses para celebrar la lectura y defensa pública de su tesis doctoral y que no hayan disfrutado de este tipo de ayuda en convocatorias anteriores.,4. Estudiantes que deseen iniciar estudios de Doctorado.,5. Estudiantes matriculados en un programa de Doctorado de la Universidad de Salamanca con una antigüedad menor a tres años y que no se encuentren en ninguna de las circunstancias indicadas en las modalidades A y B.,6. Estudiantes que deseen iniciar estudios del Doctorado Estado de Derecho y Gobernanza Global, que hayan cursado y finalizado un Máster en FLACSO Ecuador después del año 2014.","ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-internacionales-para-la-movilidad-en-estudios-de-doctorado-universidad-de-salamanca-2019-a0698/
el Reino Unido,"Becas de liderazgo internacional de la Universidad de Glasgow, 2021","CONDICIONES QUE DEBEN CUMPLIR LOS PARTICIPANTES,1. Ser un estudiante internacional que demuestre un perfecto historial académico.,2. Disponer de un título de pregrado o licenciatura obtenido anteriormente en una universidad de renombre mundial.,3. Registrar todos los expedientes académicos.,4. Presentar una solicitud formal a la beca en Europa 2021 – 2022 de máster mediante el sistema de ingreso en línea de la Universidad de Glasgow.,5. No requiere que cumpla otros procesos de selección aparte.,6. Completado con éxito este importante paso, deberá esperar un período de 6 meses para conocer si resultó ser de uno de los ganadores de la prestigiosa beca en Reino Unido.,7. Dominar el idioma inglés al momento de realizar su inscripción formal a la beca de la Universidad de Glasgow.,8. Haber obtenido calificaciones equivalentes a los honores de primera clase del Reino Unido,9. Tener una oferta de plaza para un programa de posgrado impartido para septiembre de 2021,10. Tener un estado de tarifa internacional o de la UE (fuera del Reino Unido),11. En América Latina sólo podrán aplicar estudiantes de los países de la siguiente lista que demuestren un elevado nivel académico:,11.1. Argentina.,11.2. Bolivia.,11.3. Brasil.,11.4. Colombia.,11.5. Cuba.,11.6. Chile.,11.7. Costa Rica.,11.8. República Dominicana.,11.9. Ecuador.,11.10. El Salvador.,11.11. Guatemala.,11.12. Honduras.,11.13. México.,11.14. Paraguay.,11.15. Perú.,11.16. Uruguay.,11.17. Venezuela.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-liderazgo-internacional-de-la-universidad-de-glasgow-a2284/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
la India,"Becas de posgrado del Consejo Indio de Relaciones Culturales – ICCR, 2021-2022","1. Ser ciudadano de alguno de los países participantes en la convocatoria.,2. Cumplir con los requisitos establecidos por el oferente.,3. Postular en línea y subir todos los documentos completos de acuerdo a las directrices.,4. Cumplir con los requisitos de las universidades a las cuales postula.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-de-posgrado-del-consejo-indio-de-relaciones-culturales-iccr-a2236/
,,,,,
,,,,,
España,"Ayudas de iniciación a la investigación del Plan de Fomento de la Investigación de la Universidad de Murcia, 2021-2022","1. Podrán ser solicitantes y beneficiarios o beneficiarias de estas ayudas, los españoles y españolas, las personas nacionales de cualquier Estado miembro de la Unión Europea y las personas nacionales de otros países no comunitarios, cuya situación quede contemplada en algunas de las dos modalidades anteriormente descritas.,2. Quedan excluidas de este programa las personas que hayan sido adjudicatarias, de anteriores convocatorias de Ayudas de Iniciación a la Investigación del Plan de Fomento de la Investigación de la Universidad de Murcia, en la modalidad por la que se presenten.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/ayudas-de-iniciacion-a-la-investigacion-del-plan-de-fomento-de-la-investigacion-de-la-universidad-de-murcia-a2310/
España,"Becas para Másteres Oficiales en la Universidad de La Rioja – Becas AUIP, 2021","1. Ser profesor/a o investigador/a en activo o titulado/a con posterioridad al 1 de enero de 2016 de alguna de las Universidades latinoamericanas afiliadas a la Asociación Universitaria Iberoamericana de Posgrado (AUIP).,2. Haber sido admitida/o en alguno de los programas de Máster del listado que figura en el Anexo I.,3. Tener residencia en uno de los siguientes países: Argentina, Bolivia, Brasil, Chile, Colombia, Costa Rica, Cuba, Ecuador, El Salvador, Guatemala, México, Nicaragua, Panamá, Paraguay, Perú, Puerto Rico, República Dominicana, Uruguay y Venezuela.,4. No haber resultado beneficiario de una ayuda para realizar un Máster en la Universidad de La Rioja en anteriores ediciones de esta Convocatoria.,5. Las personas solicitantes deberán cumplir los requisitos indicados, excepto el apartado b), en la fecha de finalización del plazo de presentación de solicitudes. No se considerarán aquellas solicitudes que no cumplan con los requisitos mencionados en este apartado.",ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-masteres-oficiales-en-la-universidad-de-la-rioja-becas-auip-a2304/
Italia,"Becas de maestría para estudiantes internacionales en la Universidad de Turín, 2021-2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-para-estudiantes-internacionales-en-la-universidad-de-turin-a2221/
Colombia,"Becas Tecnologías Alcaldía de Medellín, 2021-2 (Sapiencia)",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-tecnologias-sapiencia-medellin-a1562/
,,,,,
Estados Unidos,"Becas OEA – Colorado State University, 2021",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-oea-colorado-state-university-10304/
,,,,,
Corea del Sur,"Becas para mujeres de Licenciatura y Posgrado en Ewha Womans University, 2021","1. Nacionalidad: no coreana,2. Para ser elegible para postularse a través de este proceso de admisión, los solicitantes y sus padres deben ser ciudadanos (es decir, titulares de pasaportes) de un país que no sea Corea.,3. Los ciudadanos coreanos con nacionalidad doble o múltiple no son elegibles para postularse; esto se aplica al solicitante y a ambos padres.,4. Los solicitantes que hayan adquirido la nacionalidad no coreana después del nacimiento son elegibles solo si el solicitante y ambos padres han adquirido la nacionalidad no coreana antes de la inscripción del solicitante en un plan de estudios educativo equivalente al plan de estudios de la escuela secundaria en Corea.,5. La Universidad EWHA Womans solo acepta solicitudes de mujeres.,6. Los solicitantes que ellos mismos y sus padres sean de origen coreano o hayan adquirido la nacionalidad no coreana después del nacimiento deben presentar documentos adicionales que verifiquen:,6.1. La renuncia a la nacionalidad coreana,6.2. La fecha en que se adquirió la nacionalidad no coreana.,7. Cualquier documento que verifique el divorcio o la muerte de los padres / Prueba de la patria potestad o la custodia también debe presentarse en caso de divorcio de los padres.,PROGRAMA DE PREGRADO,a. Solicitantes de primer año que se hayan graduado o se espera que se gradúen de la escuela secundaria para agosto de 2021.,b. El GED, el Examen de equivalencia para graduados de la escuela secundaria coreana, la educación en el hogar, la educación cibernética u otros certificados de equivalencia de la escuela secundaria no se consideran diploma de escuela secundaria.,c. Solicitantes de transferencia que hayan completado o se espera que completen al menos 2 años académicos (4 semestres regulares, excluyendo la suma de sesiones verano/invierno) en un programa de pregrado en una universidad regular de cuatro años para agosto de 2021, y tiene la intención de transferirlo al tercer año.,d. Los solicitantes que asistieron a un colegio comunitario son elegibles solo si han adquirido o se espera que adquieran un título de asociado para agosto de 2021.,PROGRAMAS DE PREGRADO, SOLICITANTES COMBINADOS DE MASTER Y DOCTORADO,1. Que hayan completado un programa universitario de cuatro años o su equivalente y hayan adquirido o se espera que obtengan una licenciatura para agosto de 2021.,2. Solicitantes de doctorado que hayan completado un programa de posgrado y hayan adquirido o se espera que obtengan un título de maestría para agosto de 2021.,3. Dominio del idioma: los solicitantes deben cumplir al menos uno de los siguientes requisitos de dominio del idioma,4. Solicitantes de primer año de pregrado: Prueba de competencia en coreano (TOPIK) Nivel 3 o superior Solicitantes de programas de posgrado y transferencia de pregrado: Nivel 4 de TOPIK o superior,5. Finalización del nivel 4 o superior del programa intensivo de idioma coreano en EWHA Language Center,6. Puntuaciones de la prueba de dominio del inglés:,7. TOEFL (PBT 550, iBT 80), IELTS 5.5, Nuevo TEPS 326 o superior,8. Finalización de la educación secundaria o universitaria realizada íntegramente en coreano o inglés,9. El reconocimiento de EWHA de que el nivel de competencia en coreano o inglés del solicitante es equivalente o superior a los requisitos A-D anteriores.,10. Todos los puntajes de las pruebas de dominio del idioma deben permanecer válidos hasta la fecha límite de envío de documentos para ser considerados para la admisión.,11. Los solicitantes admitidos en programas de pregrado deben adquirir TOPIK nivel 4 o superior antes de graduarse. (Excepción: División de Estudios Internacionales, donde todos los cursos principales se imparten en inglés).,REQUISITOS ADICIONALES PARA SOLICITANTES DEL ALGUNOS PROGRAMAS DE PREGRADO,a. DERECHO Y LEYES:,a.1. El programa combinado de maestría y doctorado en derecho solo está abierto a solicitantes con al menos 3 años de experiencia en la práctica legal.,b. CIENCIA DE ENFERMERÍA:,b.1. Los programas de maestría en especialidades de Enfermería Gerontológica, Enfermera de Salud Mental Psiquiátrica y Enfermería Clínica Avanzada solo están abiertos a solicitantes con al menos 3 años de experiencia clínica en cada campo respectivo.,c. MEDICINA:,c.1. Los programas en las especializaciones de Medicina Clínica (excluyendo las especializaciones de ciencias médicas básicas) solo están abiertos a solicitantes que se hayan graduado de la Facultad de Medicina.,c.2. Los programas de Medicina Dental solo están abiertos a solicitantes que se hayan graduado de la Facultad de,d. ODONTOLOGÍA:,d.1. Educación de la primera infancia,d.2. El programa de Doctorado en Administración Educativa en la Primera Infancia solo está abierto a solicitantes que actualmente estén trabajando en un campo relacionado con la educación de la primera infancia.","ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-para-mujeres-de-licenciatura-y-posgrado-en-ewha-womans-university-11998/
,,,,,
,,,,,
España,"Becas Santander Estudios – Máster Universidad Carlos III de Madrid, 2021-2022","1. Podrán solicitar las ayudas al estudio reguladas en la presente convocatoria las personas que estén en posesión de un título universitario de Graduado, Licenciado, Ingeniero, Arquitecto o equivalente, o bien que sean estudiantes de último curso de un programa de Grado y estén en condiciones de obtener el título con anterioridad al momento de adjudicación de las ayudas.,2. Para ello, además del requisito anterior, las personas que soliciten las ayudas deberán acreditar su admisión o, en su defecto, presentar la solicitud de admisión en un programa de Máster Universitario cuya superación permita el acceso a un programa de Doctorado adscrito a una de las ramas de conocimiento de alguno de los Departamentos que figuran en el Anexo I de la convocatoria.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-santander-estudios-master-universidad-carlos-iii-de-madrid-a2234/
,,,,,
"Alemania,Argentina,Australia,Austria,Bélgica,Bolivia,Brasil,Canadá,Chile,China,Colombia,Corea del Sur,Costa Rica,Cuba,Dinamarca,la República Dominicana,Ecuador,El Salvador,España,Estados Unidos,Finlandia,Francia,Guatemala,Holanda,Honduras,Irlanda,Israel,Italia,Japón,México,Nicaragua,Nueva Zelanda,Perú,Puerto Rico,el Reino Unido,Rusia,Singapur,Suecia,Suiza,Uruguay,Venezuela,otros países","Beca para estudios de Sostenibilidad, 2022","1. Estar aplicando (o planeando aplicar) a un programa de maestría que puede ayudarlo a hacer el mundo más sostenible.,2. Ha solicitado (o solicitará) su ingreso en un programa comience a más tardar en enero de 2023.,3. Estar estudiando un programa que no sea en línea.,4. Debe cumplir con los requisitos de ingreso a la universidad o escuela de posgrado, que incluyen:,4.1. Tener un título universitario válido.,4.2. Cumplir con los requisitos de idioma para el programa.,4.3. Tener o ser elegible para solicitar una visa de estudio (si corresponde).,5. Debe cumplir con estos requisitos de elegibilidad para ser considerado para esta beca. Si no cumple con los requisitos de elegibilidad, descalificaremos su solicitud.,6. Las solicitudes deben presentarse en inglés o danés. No se considerarán las solicitudes en otros idiomas.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-para-estudios-de-sostenibilidad-en-dinamarca-a1805/
España,"Becas para cursar másteres universitarios en la Universidad de Alcalá, en España – AUIP, 2021","1. Los/las estudiantes extranjeros que opten a las becas deberán ser titulados universitarios, preferiblemente en un área de conocimiento afín al Máster solicitado.,2. Los aspirantes a las ayudas deberán hacer la preinscripción de los másteres de su interés siguiendo el procedimiento establecido por la UAH.,3. El orden de preferencia debe coincidir con el orden indicado en la solicitud de beca.,4. El estudiante podrá concurrir de manera simultánea a la convocatoria general de Becas Miguel de Cervantes de la UAH. Sin embargo, el disfrute de la beca será incompatible con otras ayudas de otras instituciones para el mismo fin.","ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-becas-masteres-universitarios-universidad-de-alcala-auip-10857/
,,,,,
Canadá,"Programa de reducción de colegiatura en universidades de Quebec para programas de posgrado para colombianos, 2021","1. El aspirante debe ser mayor de 23 años y menor de 65 años.,2. Tener un promedio mínimo de notas de PREGRADO (para el caso de maestría) o de MAESTRÍA (para el caso de doctorado) de 3,7/5,0.,3. NO se aceptan certificados de especializaciones.,4. Contar preferiblemente con mínimo 1 año de experiencia profesional certificado por una universidad, centro de investigación científica, un centro de desarrollo tecnológico o una empresa colombiana del sector público o privado.,5. El aspirante debe contar con ADMISIÓN DEFINITIVA en un programa de maestría o de doctorado (según el caso), en una universidad quebequense para el trimestre de otoño 2021.,6. Poseer excelentes conocimientos de francés o de inglés (de acuerdo con los niveles exigidos por las diferentes universidades).,7. El aspirante debe gozar de buena salud física y mental.","ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/programa-de-reduccion-de-colegiatura-en-universidades-de-quebec-para-programas-de-posgrado-para-colombianos-a1540/
,,,,,
,,,,,
Corea del Sur,"Becas SNU President Fellowship, de la Universidad Nacional de Seúl en Corea, 2021 (otoño)",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-de-doctorado-universidad-nacional-de-seul-a0629/
online,"Becas OIJ – ENyD de la Universidad Europea Miguel de Cervantes, 2021",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oij-enyd-de-la-universidad-europea-miguel-de-cervantes-a2169/
España,"Becas UAH-BSCH Miguel de Cervantes de residencia y para estudios de máster UAH, 2021-2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-uah-bsch-miguel-de-cervantes-residencia-y-para-estudios-de-master-uah-a0085/
,,,,,
"online,España","Becas OIJ – Universidad Alfonso X El Sabio de maestrías, 2021",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oij-universidad-alfonso-x-el-sabio-de-maestrias-a2181/
España,"Becas IED Design Talent, 2021 – España",,ciencias de la computación,Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-espana-diseno-ied-madrid-10455/
,,,,,
España,"Becas para cursar Másteres Universitarios en la Universidad de Málaga – Becas AUIP, 2021-2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-para-cursar-masteres-universitarios-en-la-universidad-de-malaga-becas-auip-a0235/
,,,,,
Indonesia,"Becas KNB, Gobierno de Indonesia, 2021",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-knb-gobierno-de-indonesia-a0326/
Indonesia,"Becas KNB – ITS Surabaya, Gobierno de Indonesia, 2021",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-knb-its-surabaya-gobierno-de-indonesia-a2217/
España,"Beca Atracción de Talento para estudios de Máster de la Universidad de Huelva, 2021-2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-atraccion-de-talento-para-estudios-de-master-de-la-universidad-de-huelva-a2206/
,,,,,
Alemania,"Becas para estudiantes internacionales de la Fundación Rosa Luxemburgo, 2021-1",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-alemania-becas-para-estudiantes-extranjeros-fundacion-rosa-luxemburgo-11214/
Alemania,"Becas de Doctorado para estudiantes internacionales de la Fundación Rosa Luxemburgo, 2021-1",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/becas-alemania-becas-de-doctorado-para-estudiantes-extranjeros-fundacion-rosa-luxemburgo-11213/
España,"Becas para cursar másteres universitarios en la Universidad Rovira i Virgili, en España – AUIP, 2021-2022",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-espana-becas-masteres-universitarios-universidad-rovira-i-virgili-auip-10865/
Arabia Saudita,"Beca para maestría en Ciberseguridad en Arabia Saudita, 2021",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/beca-para-maestria-en-ciberseguridad-en-arabia-saudita-a2104/
,,,,,
,,,,,
,,,,,
online,"Becas OIJ – EUDE “Mujer digital” – Máster en Especialidad Digital, 2021",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oij-eude-mujer-digital-master-en-especialidad-digital-a2117/
,,,,,
,,,,,
online,"Becas I+DEO (OEI – Universidad Internacional de Valencia, VIU), 2021",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-ideo-oea-universidad-internacional-de-valencia-viu-a2057/
"Alemania,Arabia Saudita,Argentina,Australia,Austria,Bélgica,Bielorrusia,Bolivia,Brasil,Bulgaria,Canadá,la República Checa,Chile,China,Colombia,Corea del Sur,Costa Rica,Dinamarca,la República Dominicana,Ecuador,El Salvador,Eslovaquia,Eslovenia,España,Estados Unidos,Estonia,Finlandia,Francia,Grecia,Guatemala,Holanda,Hungría,la India,Irlanda,Islandia,Israel,Italia,Japón,Letonia,Lituania,Luxemburgo,Malasia,Noruega,Nueva Zelanda,Panamá,Perú,Polonia,Portugal,Puerto Rico,Rumania,Rusia,Serbia,Sudáfrica,Suecia,Suiza,Taiwán,Turquía,Uruguay,Venezuela,otros países","Beca de Pregrado para estudiantes internacionales de la Fundación Lifeasapa, 2021",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-de-pregrado-para-estudiantes-internacionales-de-la-fundacion-lifeasapa-a2136/
Corea del Sur,"Becas de maestría Koica 2021-2022, para colombianos en Corea del Sur",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-maestria-koica-para-colombianos-en-corea-del-sur-a2134/
,,,,,
Taiwán,"Becas de Maestría y Doctorado del Gobierno de Taiwán para colombianos, 2021",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-de-maestria-y-doctorado-del-gobierno-de-taiwan-para-colombianos-a1338/
Alemania,"Beca Internacional de la Fundación Konrad Adenauer, 2021",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-alemania-beca-internacional-de-la-fundacion-konrad-adenauer-11205/
Colombia,"Beca Regiones Antioquia – Colombia, 2021-1",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/beca-regiones-antioquia-colombia-a0616/
,,,,,
,,,,,
,,,,,
Alemania,"Becas DAAD – COLFUTURO para maestría o doctorado en Alemania, 2021",,"ciencias de la computación,Ingeniería","Maestría / Especialidad,Doctorado",https://becas-sin-fronteras.com/beca/becas-daad-colfuturo-para-maestria-o-doctorado-en-alemania-a2063/
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Francia,"Becas de excelencia Eurecom – Institut Carnot Telecom et Société Numérique, 2021",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-de-excelencia-eurecom-institut-carnot-telecom-et-societe-numerique-a2076/
España,"Beca Paulo Freire + de doctorado Junta de Andalucía, 2021",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/beca-paulo-freire-plus-de-doctorado-junta-de-andalucia-a1215/
"Argentina,Bolivia,Brasil,Chile,Colombia,Costa Rica,Cuba,la República Dominicana,Ecuador,El Salvador,España,Guatemala,Honduras,México,Nicaragua,Panamá,Paraguay,Perú,Portugal,Uruguay,Venezuela","Beca Paulo Freire + de doctorado para Investigador Senior, 2021",,"ciencias de la computación,Ingeniería",Doctorado,https://becas-sin-fronteras.com/beca/beca-paulo-freire-plus-de-doctorado-para-investigador-senior-a1214/
,,,,,
"online,Puerto Rico","Becas OEA – Sistema Universitario Ana G. Méndez, SUAGM, 2021-2",,"ciencias de la computación,Ingeniería",Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-oea-sistema-universitario-ana-g-mendez-suagm-10305/
,,,,,
otros países,"Becas de Pregrado de la UTDT para estudiantes internacionales en Vietnam, 2020",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-de-pregrado-de-la-utdt-para-estudiantes-internacionales-en-vietnam-a1764/
Indonesia,"Beca Embajador Global de la Universitas Teknologi Sumbawa de Indonesia, 2020-2021",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/beca-embajador-global-de-la-universitas-teknologi-sumbawa-de-indonesia-a1810/
Austria,"Becas Helmut Veith para mujeres en Austria, 2020-2021",,ciencias de la computación,Maestría / Especialidad,https://becas-sin-fronteras.com/beca/becas-helmut-veith-para-mujeres-en-austria-a0829/
,,,,,
Suiza,"Becas de Excelencia del Gobierno de Suiza – COLFUTURO para colombianos, 2021-2022",,"ciencias de la computación,Ingeniería","Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/becas-de-excelencia-del-gobierno-de-suiza-para-colombianos-a0979/
,,,,,
,,,,,
Brasil,"Becas de licenciatura del Programa de Estudiantes Convenio de Grado – PEC-G, del Gobierno de Brasil, 2021",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-de-licenciatura-del-programa-de-estudiantes-convenio-de-grado-pec-g-del-gobierno-de-brasil-a1833/
,,,,,
Estados Unidos,"Becas U Dreamers de la Universidad de Miami para indocumentados, 2021",,"ciencias de la computación,Ingeniería",Licenciatura / Grado,https://becas-sin-fronteras.com/beca/becas-u-dreamers-de-la-universidad-de-miami-para-indocumentados-a1127/
,,,,,
Estados Unidos,"Beca Internacional para Mujeres – International Scholarship for Women – ISW, 2021-2022",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad,Doctorado,Posdoctorado",https://becas-sin-fronteras.com/beca/beca-internacional-para-mujeres-international-scholarship-for-women-isw-a1905/
Estados Unidos,"Becas Science Ambassador Scholarship para mujeres STEM en Estados Unidos, 2021",,"ciencias de la computación,Ingeniería","Licenciatura / Grado,Maestría / Especialidad",https://becas-sin-fronteras.com/beca/becas-science-ambassador-scholarship-para-mujeres-stem-en-estados-unidos-a1904/
